"record id","file/path or line","exact claim","official source","access date","direct support","status","correction","finding ID"
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / applyUrl","https://my.gov.bc.ca/ahdc","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / source","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.about","Dental is up to $2,000 of basic services every two years. Optical is prescription glasses once a year, including lenses and basic frames. Hearing instruments include hearing aids, bone-anchored hearing aids, cochlear implants, repairs and related items — the least expensive appropriate option, based on an assessment by an audiologist or hearing instrument practitioner, when the family has no other resources to pay. Adjusted net income is your net income after deductions for age, family size, disability, and income from the Universal Child Care Benefit and a Registered Disability Savings Plan.","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.steps[0]","Apply for MSP supplementary benefits through the provincial health and drug coverage application","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.steps[1]","File income taxes every year and keep the family's MSP information current","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.steps[2]","Before treatment, ask the dental, optical or hearing provider to confirm the child's Healthy Kids coverage and any amount you would have to pay","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.steps[3]","Show the child's BC Services Card or CareCard at the appointment","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.steps[4]","For hearing instruments, have the provider obtain any required pre-authorization before ordering","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.documents[0]","Child's BC Services Card or CareCard","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.documents[1]","Family income information used for MSP supplementary benefits","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.documents[2]","Provider assessment and recommendation for hearing instruments, when applicable","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.tips[0]","Not every provider charges only the program fee; ask about extra charges before agreeing to treatment","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.tips[1]","Tell Health Insurance BC when the family size, address or marital status changes","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.tips[2]","Families on income, disability or hardship assistance receive comparable dental and optical supplements through the ministry instead","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.time","Ask Health Insurance BC when you apply","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Partial","Manual follow-up required","Use the official live processing statement or say that no service standard is published.",""
"bc-healthy-kids","public/data.js:2178 / BENEFITS[bc-healthy-kids] / detail.phone","1-866-866-0800","https://www2.gov.bc.ca/gov/content/health/managing-your-health/family/child-teen-health/dental-eyeglasses | https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/health-supplements-and-programs/healthy-kids","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / needsPractitioner","true","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / name","BC Disability Assistance (PWD)","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / level","British Columbia","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / category","Money","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / amount","Up to $1,483.50/month single ($983.50 support + $500 shelter) plus $52/month transportation supplement; up to $2,662/month for a couple where both have PWD","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / summary","Monthly income support for adults with the Persons with Disabilities (PWD) designation — a support allowance plus shelter allowance, an automatic $52 transportation supplement, and full health supplements and PharmaCare Plan C coverage.","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / requires[0]","bc","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / requires[1]","age18plus","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / requires[2]","dailyLivingLimit","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / requires[3]","lowIncome","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / note","Rates effective December 1, 2025 (re-verified July 2026 — $1,483.50 single is still the current maximum). In 2026 you can also earn up to $16,200/year from work before earnings reduce your payment ($23,400 couple with one PWD, $32,400 both PWD).","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / applyText","Apply on My Self Serve","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / applyUrl","https://myselfserve.gov.bc.ca/","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / source","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / verified","2026-07-20","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.about","Disability assistance is BC's core income program for people with the PWD designation. A single person receives a $983.50 monthly support allowance plus actual shelter costs up to $500, and every PWD recipient gets a $52 transportation supplement as cash or an in-kind bus pass. It also opens the door to dental, optical, medical equipment, medical transportation and nutrition supplements, and 100% drug coverage under PharmaCare Plan C.","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.steps[0]","Create an account at myselfserve.gov.bc.ca (or call 1-866-866-0800) and complete the online application so the ministry can check financial eligibility","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.steps[1]","Request the PWD designation application and complete the applicant section (form HR2883)","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.steps[2]","Have your doctor or nurse practitioner complete the medical report section","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.steps[3]","Have a doctor, nurse practitioner or prescribed professional (e.g., occupational therapist, social worker) complete the assessor report","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.steps[4]","Submit everything and respond to any ministry follow-up; once the designation is approved and you are financially eligible, payments begin","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.steps[5]","Report income and changes monthly as required to keep payments accurate","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.documents[0]","ID and Social Insurance Number for all adults in the family unit","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.documents[1]","Bank statements and details of assets and income","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.documents[2]","Rent receipt, lease or proof of shelter costs","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.documents[3]","Completed PWD application (applicant, medical and assessor sections)","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.tips[0]","Already on CPP Disability, Community Living BC, the At Home Program, PharmaCare Plan P (palliative) or ISC PWD? A simplified prescribed-class application (HR3642) skips most of the medical paperwork","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.tips[1]","The $52 transportation supplement can be taken as a BC Bus Pass instead of cash — choose whichever you actually use","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.tips[2]","PWD has higher asset limits than regular income assistance, so savings do not disqualify you as quickly","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.tips[3]","At 65 most recipients transition to federal Old Age Security and GIS — the ministry will contact you before then","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.time","Financial eligibility is usually confirmed within days; the PWD designation decision commonly takes several weeks to a few months once all three report sections are submitted","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","No","Unsupported","No current public service standard was found; say processing varies and ask the ministry.","DATA-47"
"bc-disability-assistance-pwd","public/data.js:2332 / BENEFITS[bc-disability-assistance-pwd] / detail.phone","1-866-866-0800","https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/bc-employment-and-assistance-rate-tables/disability-assistance-rate-table | https://www2.gov.bc.ca/gov/content/family-social-supports/services-for-people-with-disabilities/disability-assistance","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / needsPractitioner","true","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / name","Autism Funding: Under Age 6","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / level","British Columbia","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / category","Money","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / amount","Up to $22,000/year","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / summary","Direct annual funding to buy autism intervention services (behaviour consultants, therapists, supervised behaviour interventionists) for children under 6 with an autism diagnosis.","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / requires[0]","bc","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / requires[1]","under6","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / requires[2]","autismSelected","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / requires[3]","autismDiagnosis","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / requiresNote","Child under age 6 with an autism spectrum disorder diagnosis meeting BC standards (BCAAN or qualified private assessment)","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / note","The Autism Funding program continues unchanged and accepts new applications until March 2027, then is replaced by the new BC Children and Youth Disability Benefit. Families already receiving Autism Funding start transitioning automatically in July 2026 — the ministry contacts you, no reapplication needed. This program is being replaced: it accepts new applications until March 2027 and ends March 31, 2027. The Children and Youth Disability Benefit is taking over.","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / applyText","Apply for autism funding","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / applyUrl","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/apply","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
"bc-autism-funding-under-6","public/data.js:2355 / BENEFITS[bc-autism-funding-under-6] / source","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount","https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs/autism-spectrum-disorder/autism-funding/funding-amount | https://www2.gov.bc.ca/gov/content/health/managing-your-health/child-behaviour-development/support-needs","2026-07-22","Yes","Verified","",""
